	A1-100-normal	A1-20-normal	A1-40-normal	A1-60-normal	A1-80-normal	A3-100-normal	A3-20-normal	A3-40-normal	A3-60-normal	A3-80-normal	A5-100-normal	A5-20-normal	A5-40-normal	A5-60-normal	A5-80-normal	B1-100-normal	B1-20-normal	B1-40-normal	B1-60-normal	B1-80-normal	B3-100-normal	B3-20-normal	B3-40-normal	B3-60-normal	B3-80-normal	B5-100-normal	B5-20-normal	B5-40-normal	B5-60-normal	B5-80-normal	C1_FDSW202534412-1r	C1-100-normal	C1-20-normal	C1-40-normal	C1-60-normal	C1-80-normal	C3-100-normal	C3-20-normal	C3-40-normal	C3-60-normal	C3-80-normal	C5-100-normal	C5-20-normal	C5-40-normal	C5-60-normal	C5-80-normal	CXD_0204_FDSW210423206-1r	CXD_0209_FDSW210423211-1r	CXD_0210_FDSW210423212-1r	CXD_0213_FDSW210423215-1r	CXD_0214_FDSW210423216-1r	CXD_0215_FDSW210423217-1r	CXD_0801_FDSW210423161-1r	CXD_0802_FDSW210423162-1r	CXD_0803_FDSW210423163-1r	CXD_0804_FDSW210423164-1r	CXD_0805_FDSW210423165-1r	CXD_0807_FDSW210423167-1r	CXD_1001_FDSW210423173-1r	CXD_1003_FDSW210423175-1r	CXD_1004_FDSW210423176-1r	CXD_1007_FDSW210423179-1r	CXD_1009_FDSW210423181-1r	CXD_1015_FDSW210423187-1r	CXD_1201_FDSW210423188-1r	CXD_1202_FDSW210423189-1r	CXD_1203_FDSW210423190-1r	CXD_1213_FDSW210423200-1r	CXD_1214_FDSW210423201-1r	CXD_1215_FDSW210423202-1r	CXD_1401_FDSW210423218-1r	CXD_1402_FDSW210423219-1r	CXD_1408_FDSW210423225-1r	CXD_1412_FDSW210423229-1r	CXD_1414_FDSW210423231-1r	CXD_1415_FDSW210423232-1r	CXD_1604_FDSW210423236-1r	CXD_1609_FDSW210423241-1r	CXD_1610_FDSW210423242-1r	CXD_1611_FDSW210423243-1r	CXD_1612_FDSW210423244-1r	CXD_1613_FDSW210423245-1r	DD1_FDSW220008388-1r	DD11_FDSW220008398-1r	DD13_FDSW220008400-2r	DD15_FDSW220008402-2r	DD3_FDSW220008390-2r	DD5_FDSW220008392-2r	DD7_FDSW220008394-1r	DD9_FDSW220008396-1r	DY10_FDME210438608-1r	DY11_FDME210438609-1r	DY13_FDME210438611-1b	DY15_FDME210438613-1r	DY2_FDME210438600-1b	DY6_FDME210438604-1r	DY7_FDME210438605-1r	E10_FDSW202534389-1r	E100_FDSW202534392-1r	E150_FDSW202534393-1r	E20_FDSW202534390-1r	E5_FDSW202534388-1r	E50_FDSW202534391-1r	LYG1_FDME210455382-1r	LYG11_FDME210455392-2r	LYG13_FDME210455394-1a	LYG3_FDME210455384-1r	LYG5_FDME210455386-1r	LYG6_FDME210455387-1r	LYG7_FDME210455388-1r	N10_FDSW202534407-1r	N100_FDSW202534410-1r	N150_FDSW202534411-1r	N20_FDSW202534408-1r	N5_FDSW202534406-1r	N50_FDSW202534409-1r	NB1_FDME210455352-1r	NB11_FDME210455362-1b	NB12_FDME210455363-1r	NB15_FDME210455366-1r	NB2_FDME210455353-1r	NB4_FDME210455355-1r	NB6_FDME210455357-1r	NB7_FDME210455358-1r	S10_FDSW202534395-1r	S100_FDSW202534398-1r	S150_FDSW202534399-1r	S20_FDSW202534396-1r	S5_FDSW202534394-1r	S50_FDSW202534397-1r	SY11_FDME210455407-1r	SY12_FDME210455408-1r	SY13_FDME210455409-2a	SY15_FDME210455411-2a	SY3_FDME210455399-2a	SY7_FDME210455403-2a	SY9_FDME210455405-2a	W10_FDSW202534401-1r	W100_FDSW202534404-1r	W150_FDSW202534405-1r	W20_FDSW202534402-1r	W5_FDSW202534400-1r	W50_FDSW202534403-1r	WZ1_L1	WZ10_L1	WZ11_L1	WZ14_L1	WZ15_FDME210455471-1r	WZ3_L1	WZ5_L1	WZ7_FDME210455463-1r	YC1_FDME220007405-1r	YC11_FDME220007415-1r	YC13_FDME220007417-1r	YC15_FDME220007419-1r	YC3_FDME220007407-1r	YC5_FDME220007409-1r	YC7_FDME220007411-1a	YC9_FDME220007413-1r	ZH1_FDSW220008784-1r	ZH11_FDSW220008794-2r	ZH13_FDSW220008796-2r	ZH15_FDSW220008798-2r	ZH3_FDSW220008786-1r	ZH5_FDSW220008788-1r	ZH7_FDSW220008790-1r	ZH9_FDSW220008792-2r
HN_SY_2021_04_15_bin_4	1.625561751	0	0.954055723	0.98593834	1.636647639	1.386961674	0	0	1.513857029	2.25162672	0.977343768	0	1.295264347	1.450821354	0.909241316	0	0.679115763	0	1.269379292	0	0	0	1.422166448	0	2.20283394	0	0	1.048404192	0	2.229978445	0	0	0	1.768857993	0	3.414194743	0	0	0	0.948290569	1.764667686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.611029302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.516121928	2.630879968	0	2.854354816	2.304322751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.963487735	23.08175044	19.25285217	7.389182821	9.177781605	2.197328567	11.79751659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LN_DD_2021_06_15_bin_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.98704898	9.527949659	26.94159522	2.523338177	18.53230936	7.785590802	7.067386051	6.78402793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LN_DD_2021_06_15_bin_10	0	0	0	0	0	0	1.019214711	0	0.81259874	0	0	0	1.504793034	0	0	1.044574233	1.125203002	0.918313027	1.135072584	1.701102825	0	1.417171909	1.301343103	0	0	0	2.398785929	0	0.876751397	2.300881114	4.385197616	0	1.115571085	1.49591529	0	0	0	1.351238811	0	0	0	0	0.858937635	0	0.972209525	0	0	3.128266157	1.034195714	0	0	0	0	0.87198651	0	0	0	0	0	0.845476453	0	1.176442813	1.673828529	0.956594204	0	0	0	4.425822442	2.466501246	0	0.937832412	2.276007648	1.575191515	1.616319063	4.028984328	8.370338762	6.025356394	1.671133105	4.460818405	3.315789704	3.525035644	4.717143744	12.24731671	5.424886144	31.78598444	0	0	4.685167095	3.606293208	3.345242334	0	0	0	0	0	0	0	5.786892519	7.119649073	4.291773306	4.03072595	5.066963842	17.9136744	0	0	0	0	0	0	0	4.845689551	15.47277897	11.2030032	3.349050078	3.313337413	10.89352132	0	0	0	0	0	0	0	0	3.223359479	2.92044568	3.571130791	5.490194544	5.610884303	2.910922944	0	0	0	0	0	0	0	3.882176307	5.149093933	1.303662121	3.488125715	4.766642648	2.80016672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LN_DD_2021_06_15_bin_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.90259242	9.067520623	55.64899041	0	0	16.46468566	8.294731761	8.139704182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2020_06_15_bin_4	0	0	0	0	0	0	0	0	1.145346349	0	0	0	1.200878499	0	0	0	0	0	1.414983263	1.456512497	0	0	0	0	0	0	0.967729641	0	0	1.331729034	1.568060941	0	0	1.207411339	0	0	0	0	0	0	0	0	0	0	0	0	0	3.578873348	1.334124793	0	0	0	0	1.231940081	0	0	0	0.994268251	0	0	0	2.064357929	2.299784885	1.612424907	0	0	0	3.38803404	2.477951277	0	0	1.605737408	0	0	2.724655697	4.11952781	4.549443282	0.89490341	1.198619558	1.328713262	1.55156845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.073669028	1.425597783	1.158035553	1.777441995	2.555956291	3.211408398	0	0	0	0	0	0	0	1.846107804	4.170400548	5.750903327	1.155780348	1.221133231	1.493257126	0	0	0	0	0	0	0	0	1.410865803	1.024638943	1.637284696	2.774816431	2.703800305	0	0	0	0	0	0	0	0	1.931954573	1.463090305	0	2.032209344	1.646374061	1.443094987	0	1.235923777	0.888035106	0	1.800834189	0	1.026100585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_NB_2021_05_15_bin_17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.127944042	10.71947474	12.90809985	6.90628469	3.283851388	10.92673304	9.700234503	4.364086779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60755147	3.406901128	1.522063745	1.819249996	1.880859806	1.04636567	3.456281867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_NB_2021_05_15_bin_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.952325277	17.55156456	22.72577049	24.15587956	1.053362562	14.24321771	10.44012033	2.178416625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.804911591	27.09452785	3.210669077	8.00868939	84.37127193	4.359976047	30.17607152	4.738385796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_WZ_2021_05_15_bin_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.754520521	3.370887056	3.780193536	2.326437692	0	2.78340437	3.060504681	1.827967193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.068720838	3.884855728	8.028993381	9.572788893	3.313062	8.151560794	2.52162467	1.072368821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_WZ_2021_05_15_bin_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.252997281	3.849499832	4.754599819	6.41419639	0	2.639077696	3.784864659	3.246881206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.974871046	6.227110189	25.2170202	5.999602943	6.101341083	8.136879429	6.012395694	7.702230383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GD_ZH_2021_05_15_bin_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.622470051	0	0	0	2.275201748	0	0	0	0	0	0	1.424600985	0	0	0	0	0.970916332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.013508077	0	2.244082402	1.310731607	1.453763184	0	0	0	0	0	0	0	0	0	0	1.373393699	0	0	0	2.796002595	2.556534149	3.008751398	1.478555672	0	3.879809946	4.144004436	2.55405761	0.978674506	0	0.920188502	1.418265913	1.780653241	0	0	0	0	0	0	0	0	0	0	0	0	1.138708801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.750468786	18.39511536	11.70725578	11.3712574	11.59169968	9.697045764	15.95480549	28.15589474
JS_LYG_2021_05_15_bin_5	0	0	1.084803752	1.464114422	1.089438075	1.203206263	1.325675003	1.297701854	2.419157074	2.617606525	0	1.347218221	2.398535631	2.253258696	1.077609735	0.957938425	1.154018786	1.497927211	3.245718794	2.680861886	0	1.12960482	2.097542161	2.111863205	1.912218489	0	2.243593102	2.305267708	1.056390141	2.218528174	0	0	2.518980877	3.048437375	2.741333676	1.481331443	1.079653	1.146295839	3.092582686	2.296027001	2.055308612	0.834313582	1.057961863	1.80145485	1.84858344	0	0	0	0	0	0	0	0	1.017986923	0	0.764740637	0	0	0	0	0	0	0	0.973687605	0	0	0	1.074973226	1.033558045	0	0	0	0.975607954	0	1.068500954	0.905292702	0	0.799570759	0	0	0	0	2.613321089	5.539741103	3.647523644	6.117840508	3.405187894	6.338936858	3.626755459	6.259835906	0	0	0	0	0	0	0	0	0	0	0	0	0	10.71798098	8.973909654	4.164236589	18.71167003	7.502258557	6.432400659	2.776518153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS_YC_2021_05_15_bin_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.656731773	8.839459699	4.311950066	7.035759688	3.552541943	4.158063168	3.802205038	9.345138011	0	0	0	0	0	0	0	0
SD_DY_2021_06_15_bin_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.009756716	33.34327065	4.076197346	3.715551314	4.466728753	30.22570978	4.749230901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2020_06_15_bin_13	1.205026484	1.008618017	2.136431509	2.059271112	1.414544995	1.973736433	3.076810606	1.907789567	2.758599747	3.2764996	1.197653566	2.062863997	3.869869207	2.814627477	1.130081801	1.785026764	1.774208058	2.190910546	3.502304055	4.563431716	1.176903964	1.930546879	3.7909352	2.393086121	1.90878668	0.968647326	4.849200099	3.388146305	1.993148576	2.867704896	2.060298588	2.215888	4.297513085	4.484334632	1.998497589	2.415527815	2.059097263	1.866233672	3.376787457	2.780048759	2.895248328	1.393525666	1.690492939	2.95793547	3.415789989	1.199327921	0	2.243243124	1.136675403	0	0	0.999378443	0	2.169646975	1.226862823	1.171726037	1.118462212	1.358401956	1.131418823	1.588495416	1.072119994	1.795243092	1.748179855	4.391166489	1.402071145	1.320783393	2.453647354	4.356655289	3.415846834	1.631302053	0.970156552	0.951811675	1.209434935	2.538617048	4.286446414	4.109209138	2.591631956	1.639728879	2.401820142	2.870918518	2.152158603	1.863219789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.408774782	2.369420401	3.345822696	2.506383645	2.710793145	4.911078179	1.332431043	3.40822647	0	2.91348931	2.670973122	1.252810332	0	2.412256352	4.928657441	4.466011299	1.479223606	2.181841686	3.35059851	0	0	0	0	0	0	0	0	1.401480054	1.23660529	1.843004839	2.138403843	2.345747878	1.397893039	0	0	0	0	0	0	0	1.716570242	1.526837308	0	1.541198324	2.219566057	1.273901307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2020_06_15_bin_41	0	0	0.884132304	1.071724378	0.960740206	1.471454582	1.4833717	0	1.556156504	1.692716653	0	0	1.338034504	1.028757667	0	0	0	0	2.152567778	2.827424973	0	0	1.556643549	0.88652159	1.103840745	0	1.933097262	2.222792434	0	1.743409759	1.761166058	0	0.966784593	2.333487486	1.362207998	1.12118285	0.968839677	0	2.035498085	1.659425917	1.602052643	0	0	1.186849251	1.261374168	0	0	0	0	0	0	0	0	1.14948415	1.006583723	0	0	0	0	0	1.023295538	1.018582353	0.979395086	3.760998271	0	1.357745282	2.640678919	5.518723106	2.95671872	0.93674689	0.975089721	0	0	0	3.735563472	3.013161367	1.006660886	0	1.303849587	1.590110896	1.010605309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.934368275	1.820954569	5.134902115	3.193330897	3.582554706	0	0	0	0	0	0	0	0	2.444632763	1.294230192	3.019172309	1.270081907	2.493358275	0	1.54008553	1.728066435	1.501090889	0	0	2.062432159	2.016958241	1.516099572	2.578004563	1.27205244	1.741719968	2.479050597	4.136948072	1.745188897	0	0	0	0	0	0	0	2.638165899	1.680911305	0	1.967547847	3.11144798	1.574326711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.228413363	7.800306814	4.616699143	5.015433339	4.578726195	4.525324699	6.426057553	11.61235375
SD_QD_2023_07_100_ultra_bin_9	1.533101822	1.771939752	2.384255818	2.204257826	1.640980184	3.806270675	3.481899519	5.684035971	3.633268014	4.305756079	3.063631224	5.94909831	4.657348537	3.930642734	3.505179724	3.724834157	4.681570912	4.779093253	4.824338615	6.124848362	4.028822576	4.804095328	4.859403144	3.972381295	3.457559998	2.426610813	6.350954577	4.781484806	5.361676147	4.514981528	1.512675629	6.864699842	6.941102937	5.7165613	4.898413857	4.166732075	5.201315663	5.831930769	6.817908969	4.063012742	4.011800656	3.631306614	5.041418155	4.331677044	4.620475986	2.566486469	1.471100852	1.857255829	1.600273647	1.264726792	0.902388855	1.848690779	1.29966557	2.394758951	1.407365067	1.540858748	1.633678433	1.369252973	2.106584305	1.909521935	1.369442518	1.36494774	2.160817353	4.399503932	2.715655071	2.607114005	2.69275683	3.412104841	3.537476086	2.367069634	1.059134578	1.219775106	1.891951316	1.785149529	3.456093239	3.604714292	2.185765795	1.742930297	2.028026146	2.222806613	1.699658267	1.38760769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.588619189	1.153481303	1.622969727	1.70651439	1.604586758	1.800141071	0	0	0	0	0	0	0	1.759649014	1.889210873	1.697799536	1.069602436	1.542607266	1.204568969	0	0	0	0	0	0	0	0	1.020493556	1.109987577	1.193142366	1.368288058	1.308421598	1.061715716	0	0	0	0	0	0	0	1.10589815	1.280049126	0	1.053749029	1.440519609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2023_07_20_normal_bin_3	0	0.987709321	1.256560465	1.387688768	1.002900357	1.295872631	2.056538226	1.106522742	1.633661602	2.123802093	0	1.282133976	2.306663387	1.458599595	0	0	1.394543502	1.291681117	2.168275608	2.770207137	0	1.858403612	2.542605849	1.429898796	1.127671706	0	3.790777663	2.067261343	1.46661834	1.550505234	1.53035512	1.176817626	2.841537846	2.577147226	1.194960064	1.33625607	1.508602529	1.54718472	1.62426347	1.729680666	1.388119661	1.065951763	1.3487919	1.472959543	1.797427048	0.814689415	0	1.000960779	0	0	0	0	0	1.292627627	0	0.840068073	0	0.974539655	0	1.046087047	0	0.952236981	1.064140336	3.213605734	1.025449244	0	1.022631675	2.930032689	1.735081377	1.011834588	0	0	0	1.424440237	2.09464285	3.098073647	1.495693206	1.209616181	1.323465378	1.309270103	1.449483011	1.170556969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58664411	1.408512617	1.943508538	1.591668382	1.771948228	3.100261781	0	2.693324335	0	1.662111197	1.550315341	0	0	1.461214661	2.891144132	2.829303149	0	1.218014055	1.749547313	0	0	0	0	0	0	0	0	0	0	1.057003195	1.512638789	1.273764331	0	0	0	0	0	0	0	0	0	0	0	0	1.302491269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2023_07_80_ultra_bin_19	0	0	0	1.673300135	0.789431674	1.506131333	0	0	4.108200186	2.965936979	0	0	2.080326658	1.944112885	1.551408013	0	0	1.352370521	4.754174077	1.257424556	0	0	1.192143695	2.220131744	3.333524087	0.984735698	2.561179396	5.330340309	0	2.969098102	0	0	0	2.651650678	2.343593899	2.06766513	2.263607145	0	2.122983386	4.620840915	4.355569952	1.456310982	0	2.299822712	1.673170309	1.013637721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS_YC_2021_05_15_bin_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01372151	31.67164558	5.319242336	4.305358217	1.04538637	1.60638641	0	1.276463059	0	0	0	0	0	0	0	0
